Firm #,E/A,ROA,D/A,OPM,ATR,Size,QR,CR,Default=1,,
1538,0.26,0.79,0.74,0.40,1.98,1090.20,1.54,1.70,0,,
1539,0.49,0.96,0.51,0.54,1.78,1194.33,1.98,3.10,0,,
1540,0.52,0.62,0.48,0.29,2.14,1023.11,1.83,2.34,0,,
1541,0.73,0.53,0.27,0.34,1.57,950.68,1.49,2.09,0,,
1542,0.66,0.44,0.34,0.29,1.55,934.80,1.75,2.22,0,,
1543,0.66,0.54,0.34,0.33,1.62,1079.38,2.00,2.62,0,,
1544,0.55,0.37,0.45,0.15,2.39,1077.99,2.52,2.42,0,,
1545,0.55,0.75,0.45,0.33,2.23,962.77,1.96,2.00,0,,
1546,0.59,0.58,0.41,0.38,1.54,1034.92,2.12,1.65,0,,
1547,0.63,0.60,0.37,0.29,2.07,1060.33,2.42,2.65,0,,
1548,0.69,0.46,0.31,0.25,1.85,899.92,2.25,2.09,0,,
1549,0.60,0.53,0.40,0.30,1.75,884.97,1.56,2.04,1,,
1550,0.49,0.29,0.51,0.12,2.41,976.29,1.69,2.61,0,,
1551,0.56,0.65,0.44,0.43,1.51,1003.54,2.31,2.60,0,,
1552,0.58,0.54,0.42,0.34,1.61,976.71,1.77,2.73,0,,
1553,0.53,0.69,0.47,0.37,1.88,1026.13,2.16,2.31,1,,
1554,0.54,0.51,0.46,0.38,1.35,948.92,1.82,2.22,0,,
1555,0.76,0.48,0.24,0.30,1.63,784.74,1.73,1.50,0,,
1556,0.60,0.65,0.40,0.44,1.47,941.00,2.17,2.31,0,,
1557,0.64,0.30,0.36,0.18,1.63,863.46,1.63,2.31,0,,
1558,0.80,0.41,0.20,0.25,1.62,836.28,1.40,2.30,1,,
1559,0.73,0.67,0.27,0.38,1.78,859.39,2.07,2.77,0,,
1560,0.63,0.55,0.37,0.29,1.89,958.57,1.52,2.03,0,,
1561,0.52,0.97,0.48,0.38,2.56,1324.64,2.07,3.35,0,,
1562,0.62,0.29,0.38,0.14,2.13,965.88,1.99,2.42,0,,
1563,0.57,0.59,0.43,0.34,1.74,928.95,2.01,1.40,1,,
1564,0.69,0.77,0.31,0.39,1.98,987.74,1.73,2.95,0,,
1565,0.82,0.08,0.18,0.04,2.27,920.68,2.38,3.03,1,,
1566,0.59,0.50,0.41,0.28,1.79,1011.61,1.84,1.84,0,,
1567,0.70,0.32,0.30,0.16,2.05,985.74,1.81,2.63,0,,
1568,0.48,0.42,0.52,0.22,1.90,1145.95,2.31,2.44,0,,
1569,0.43,0.77,0.57,0.39,1.96,978.17,1.12,2.02,0,,
1570,0.64,0.70,0.36,0.40,1.75,1023.52,2.35,2.82,0,,
1571,0.48,0.81,0.52,0.30,2.67,1049.89,1.76,2.48,0,,
1572,0.50,0.62,0.50,0.27,2.31,1014.25,1.81,3.01,1,,
1573,0.74,0.61,0.26,0.45,1.36,919.63,1.69,2.69,0,,
1574,0.60,0.47,0.40,0.29,1.63,905.93,1.82,1.78,1,,
1575,0.57,0.61,0.43,0.34,1.78,959.73,1.78,2.28,0,,
1576,0.55,0.60,0.45,0.28,2.17,832.38,1.94,2.22,0,,
1577,0.53,0.90,0.47,0.36,2.48,1055.81,1.82,2.36,0,,
1578,0.53,0.39,0.47,0.19,2.04,884.06,1.77,2.18,0,,
1579,0.53,0.63,0.47,0.32,2.00,1032.26,1.59,2.32,0,,
1580,0.63,0.34,0.37,0.21,1.66,930.92,2.73,1.69,0,,
1581,0.56,0.68,0.44,0.29,2.37,1081.64,2.90,3.76,0,,
1582,0.83,0.61,0.17,0.32,1.90,950.04,2.32,2.97,0,,
1583,0.72,0.89,0.28,0.47,1.90,1005.60,2.06,2.69,0,,
1584,0.48,0.65,0.52,0.28,2.34,1045.68,2.31,2.96,0,,
1585,0.67,0.45,0.33,0.34,1.33,890.41,1.66,1.26,0,,
1586,0.57,0.62,0.43,0.26,2.38,1074.67,2.21,3.57,0,,
1587,0.45,0.71,0.55,0.34,2.08,1155.50,1.06,1.13,0,,
1588,0.69,0.79,0.31,0.55,1.43,977.08,1.94,1.94,0,,
1589,0.70,0.53,0.30,0.30,1.78,947.08,1.76,2.49,0,,
1590,0.65,0.54,0.35,0.23,2.32,947.05,2.16,1.89,0,,
1591,0.56,0.98,0.44,0.41,2.41,1082.25,2.52,2.42,0,,
1592,0.62,0.83,0.38,0.39,2.14,1024.11,1.90,3.23,0,,
1593,0.70,0.34,0.30,0.13,2.59,1093.84,2.90,3.23,0,,
1594,0.76,0.37,0.24,0.21,1.82,980.32,2.46,2.89,0,,
1595,0.64,0.40,0.36,0.25,1.62,863.38,2.03,2.21,0,,
1596,0.62,0.52,0.38,0.27,1.91,1074.67,2.47,2.93,0,,
1597,0.65,0.50,0.35,0.30,1.66,998.49,2.56,2.32,0,,
1598,0.63,0.42,0.37,0.24,1.76,863.13,1.57,1.61,0,,
1599,0.71,0.57,0.29,0.32,1.76,1047.62,2.61,2.99,0,,
1600,0.55,0.57,0.45,0.36,1.59,851.02,1.57,1.59,0,,
1601,0.82,0.30,0.18,0.17,1.70,879.74,1.33,2.23,0,,
1602,0.59,0.66,0.41,0.34,1.93,1159.29,1.70,1.98,1,,
1603,0.53,0.45,0.47,0.20,2.22,884.46,1.43,2.22,1,,
1604,0.68,0.59,0.32,0.36,1.63,908.16,2.44,3.18,0,,
1605,0.61,0.54,0.39,0.28,1.95,886.25,1.86,2.35,0,,
1606,0.57,0.72,0.43,0.38,1.93,1056.09,1.28,1.97,0,,
1607,0.66,0.38,0.34,0.19,1.98,795.16,1.64,2.12,0,,
1608,0.60,0.79,0.40,0.38,2.09,1036.31,1.94,2.59,0,,
1609,0.56,0.51,0.44,0.28,1.83,861.64,1.65,2.37,0,,
1610,0.69,0.56,0.31,0.27,2.06,972.53,2.21,2.13,0,,
1611,0.52,0.72,0.48,0.29,2.49,1063.29,1.78,2.79,0,,
1612,0.49,0.95,0.51,0.39,2.44,1136.05,2.36,4.00,0,,
1613,0.57,0.80,0.43,0.48,1.67,1069.76,2.38,2.24,0,,
1614,0.60,0.79,0.40,0.39,2.02,928.27,1.73,2.39,0,,
1615,0.72,0.46,0.28,0.28,1.65,970.36,2.74,2.33,0,,
1616,0.55,0.53,0.45,0.24,2.25,1078.60,1.91,2.23,1,,
1617,0.72,0.41,0.28,0.28,1.46,910.26,2.22,2.57,0,,
1618,0.44,0.42,0.56,0.23,1.79,1123.28,2.14,2.47,0,,
1619,0.55,0.55,0.45,0.30,1.81,901.08,1.41,2.04,1,,
1620,0.57,0.57,0.43,0.40,1.42,1126.99,1.82,2.48,0,,
1621,0.64,0.60,0.36,0.28,2.11,1002.87,2.43,2.43,0,,
1622,0.82,0.64,0.18,0.37,1.71,851.94,1.59,2.31,0,,
1623,0.72,0.51,0.28,0.23,2.23,956.33,2.12,2.91,0,,
1624,0.56,0.72,0.44,0.35,2.05,983.51,1.27,1.62,0,,
1625,0.36,0.88,0.64,0.38,2.31,1135.38,2.34,3.04,0,,
1626,0.53,0.35,0.47,0.18,1.97,1069.30,2.55,2.76,1,,
1627,0.57,0.59,0.43,0.26,2.32,1001.75,1.70,2.48,0,,
1628,0.65,0.71,0.35,0.39,1.83,822.08,2.28,1.88,0,,
1629,0.59,0.38,0.41,0.19,1.98,998.56,2.00,2.62,0,,
1630,0.50,0.73,0.50,0.30,2.39,1031.02,2.17,3.52,0,,
1631,0.63,0.46,0.37,0.20,2.30,999.76,2.54,2.87,0,,
1632,0.41,0.54,0.59,0.24,2.21,1038.10,1.17,1.78,0,,
1633,0.72,0.39,0.28,0.19,2.09,986.87,2.54,3.53,0,,
1634,0.64,0.66,0.36,0.37,1.77,1067.04,2.23,2.21,0,,
1635,0.59,0.54,0.41,0.30,1.78,958.76,1.83,1.92,0,,
1636,0.80,0.55,0.20,0.30,1.86,944.00,2.27,2.62,0,,
1637,0.54,0.52,0.46,0.26,2.04,1004.50,2.15,2.27,0,,
1638,0.59,0.56,0.41,0.29,1.92,989.92,1.85,2.29,0,,
1639,0.59,0.77,0.41,0.38,2.00,1115.25,2.09,2.35,0,,
1640,0.52,0.40,0.48,0.19,2.09,1027.96,1.45,1.86,0,,
1641,0.50,0.51,0.50,0.25,2.09,966.23,1.95,2.50,0,,
1642,0.52,0.99,0.48,0.42,2.37,1101.34,2.20,2.82,0,,
1643,0.65,0.53,0.35,0.46,1.16,979.27,2.02,1.87,0,,
1644,0.60,0.41,0.40,0.21,1.90,901.91,2.19,2.70,0,,
1645,0.56,0.57,0.44,0.35,1.64,1055.97,1.98,3.43,0,,
1646,0.73,0.40,0.27,0.15,2.59,864.29,2.29,2.84,0,,
1647,0.70,0.61,0.30,0.34,1.77,971.24,2.28,2.01,0,,
1648,0.64,0.73,0.36,0.30,2.38,959.94,1.80,2.86,0,,
1649,0.59,0.44,0.41,0.20,2.18,985.63,2.53,3.23,0,,
1650,0.42,0.81,0.58,0.39,2.09,1074.54,2.55,2.99,0,,
1651,0.52,0.70,0.48,0.44,1.59,943.98,1.51,2.18,0,,
1652,0.64,0.47,0.36,0.28,1.70,956.32,2.09,2.29,0,,
1653,0.66,0.41,0.34,0.20,2.04,894.58,1.77,1.62,0,,
1654,0.45,0.46,0.55,0.22,2.09,1021.24,1.95,3.16,0,,
1655,0.33,0.68,0.67,0.23,2.90,1190.35,2.07,2.80,1,,
1656,0.58,0.57,0.42,0.34,1.66,1074.45,1.78,2.21,0,,
1657,0.65,0.74,0.35,0.32,2.29,1031.83,1.75,2.88,0,,
1658,0.74,0.41,0.26,0.19,2.10,939.67,2.06,3.30,0,,
1659,0.50,0.74,0.50,0.39,1.89,1081.80,1.41,2.33,0,,
1660,0.57,0.38,0.43,0.20,1.88,964.84,2.13,2.49,0,,
1661,0.48,0.80,0.52,0.47,1.71,1198.23,2.65,2.92,0,,
1662,0.69,0.15,0.31,0.07,2.01,882.24,1.82,2.08,0,,
1663,0.58,0.47,0.42,0.28,1.70,1107.32,1.85,2.22,0,,
1664,0.67,0.82,0.33,0.36,2.26,1033.38,2.30,2.80,0,,
1665,0.47,0.61,0.53,0.33,1.88,1004.13,1.95,2.51,1,,
1666,0.66,0.48,0.34,0.29,1.63,831.43,1.36,2.03,0,,
1667,0.61,0.51,0.39,0.25,2.06,1031.12,1.89,2.05,0,,
1668,0.63,0.84,0.37,0.49,1.74,1044.15,2.37,3.00,0,,
1669,0.50,0.49,0.50,0.27,1.77,1032.43,2.07,1.91,0,,
1670,0.56,0.69,0.44,0.38,1.82,960.62,1.87,2.04,0,,
1671,0.70,0.73,0.30,0.40,1.84,1136.72,2.29,3.33,0,,
1672,0.66,0.59,0.34,0.25,2.33,1066.46,2.10,3.34,0,,
1673,0.70,0.70,0.30,0.42,1.65,1027.71,2.13,2.64,0,,
1674,0.55,0.79,0.45,0.35,2.23,1027.53,2.13,2.55,0,,
1675,0.57,0.29,0.43,0.16,1.78,955.47,1.57,1.51,0,,
1676,0.76,0.40,0.24,0.22,1.83,894.27,2.37,2.24,0,,
1677,0.79,0.48,0.21,0.25,1.92,1026.21,2.61,2.82,0,,
1678,0.60,0.46,0.40,0.36,1.28,855.60,1.50,1.90,0,,
1679,0.53,0.78,0.47,0.38,2.02,1052.73,2.12,2.56,0,,
1680,0.58,0.66,0.42,0.37,1.76,1128.17,2.25,2.50,0,,
1681,0.75,0.23,0.25,0.13,1.77,1031.66,2.07,2.67,0,,
1682,0.76,0.28,0.24,0.12,2.38,932.20,1.97,2.95,0,,
1683,0.51,0.89,0.49,0.45,1.98,1123.54,2.34,2.07,0,,
1684,0.61,0.64,0.39,0.38,1.69,1019.09,2.04,2.31,0,,
1685,0.64,0.61,0.36,0.33,1.82,885.27,1.68,1.88,0,,
1686,0.47,0.73,0.53,0.48,1.53,1005.21,1.54,2.15,0,,
1687,0.68,0.67,0.32,0.47,1.44,1005.76,1.59,2.41,0,,
1688,0.59,0.56,0.41,0.23,2.46,972.56,2.07,2.12,0,,
1689,0.56,0.80,0.44,0.31,2.55,1072.59,2.02,2.59,0,,
1690,0.52,0.79,0.48,0.36,2.21,1120.81,1.94,3.10,0,,
1691,0.69,0.51,0.31,0.29,1.73,1020.27,2.61,2.13,0,,
1692,0.56,0.68,0.44,0.33,2.09,922.36,2.08,3.12,0,,
1693,0.33,0.76,0.67,0.37,2.04,1064.14,1.83,2.34,0,,
1694,0.75,0.59,0.25,0.38,1.57,933.92,1.54,1.88,0,,
1695,0.56,0.10,0.44,0.04,2.63,1063.53,2.74,3.59,0,,
1696,0.62,0.74,0.38,0.29,2.51,1073.28,2.00,2.07,0,,
1697,0.68,0.53,0.32,0.26,2.04,884.24,2.15,2.91,0,,
1698,0.68,0.54,0.32,0.24,2.25,929.04,2.32,2.92,0,,
1699,0.55,0.60,0.45,0.32,1.84,946.56,2.29,2.42,0,,
1700,0.37,0.81,0.63,0.40,2.04,1070.91,1.59,3.00,1,,
1701,0.68,0.48,0.32,0.26,1.89,1026.24,1.76,2.28,0,,
1702,0.55,0.75,0.45,0.31,2.39,1070.51,2.48,2.88,0,,
1703,0.66,0.26,0.34,0.13,2.04,870.77,2.14,2.44,0,,
1704,0.40,0.53,0.60,0.23,2.29,1095.43,1.76,2.16,1,,
1705,0.55,0.62,0.45,0.27,2.25,1077.68,1.83,1.90,0,,
1706,0.61,0.53,0.39,0.28,1.90,783.81,1.93,2.64,0,,
1707,0.54,0.40,0.46,0.21,1.93,946.76,1.86,2.47,0,,
1708,0.60,0.38,0.40,0.18,2.09,1137.95,2.96,3.01,0,,
1709,0.49,0.70,0.51,0.38,1.82,1077.15,2.23,2.76,0,,
1710,0.62,0.57,0.38,0.31,1.83,915.67,1.23,2.20,0,,
1711,0.71,0.82,0.29,0.41,1.98,996.49,2.06,2.85,0,,
1712,0.58,0.69,0.42,0.36,1.92,1111.19,2.12,2.89,0,,
1713,0.44,0.54,0.56,0.22,2.48,1017.09,2.30,2.59,0,,
1714,0.72,0.11,0.28,0.06,1.82,892.03,2.31,3.13,0,,
1715,0.62,0.60,0.38,0.31,1.94,982.19,1.39,1.93,0,,
1716,0.50,0.53,0.50,0.30,1.78,998.50,1.79,2.33,0,,
1717,0.79,0.56,0.21,0.32,1.78,916.49,2.46,2.19,0,,
1718,0.54,0.65,0.46,0.40,1.63,995.01,1.55,1.61,0,,
1719,0.52,0.64,0.48,0.30,2.17,1024.06,1.57,2.11,0,,
1720,0.58,0.71,0.42,0.32,2.22,1097.13,2.38,3.03,0,,
1721,0.68,0.41,0.32,0.21,1.92,1015.81,2.58,2.11,0,,
1722,0.60,0.79,0.40,0.42,1.90,983.69,2.10,2.90,0,,
1723,0.59,0.68,0.41,0.31,2.23,1019.95,1.70,2.74,0,,
1724,0.51,0.62,0.49,0.27,2.31,1003.23,2.15,2.13,0,,
1725,0.53,0.57,0.47,0.27,2.12,942.76,2.62,2.83,0,,
1726,0.64,0.62,0.36,0.47,1.31,1127.41,2.26,2.11,0,,
1727,0.44,0.74,0.56,0.38,1.94,1082.85,2.13,2.09,0,,
1728,0.61,0.48,0.39,0.34,1.42,951.54,1.63,2.25,0,,
1729,0.68,0.57,0.32,0.32,1.80,1133.38,2.15,2.72,0,,
1730,0.64,0.72,0.36,0.34,2.14,1043.74,2.06,3.46,0,,
1731,0.51,0.77,0.49,0.36,2.13,1061.18,1.74,2.25,0,,
1732,0.58,0.81,0.42,0.30,2.65,1055.94,2.17,3.53,0,,
1733,0.51,0.88,0.49,0.49,1.81,1065.82,2.15,2.49,0,,
1734,0.59,0.62,0.41,0.28,2.22,926.94,1.93,2.73,0,,
1735,0.35,0.62,0.65,0.27,2.32,1095.43,2.18,2.18,0,,
1736,0.77,0.38,0.23,0.23,1.68,1045.18,2.59,3.25,0,,
1737,0.64,0.75,0.36,0.41,1.83,823.54,1.63,2.30,0,,
1738,0.61,0.66,0.39,0.37,1.75,1093.73,1.60,2.57,0,,
1739,0.59,0.68,0.41,0.42,1.62,1085.01,1.62,2.16,0,,
1740,0.45,0.61,0.55,0.31,1.98,1142.31,2.45,2.82,0,,
1741,0.58,0.62,0.42,0.32,1.95,1040.32,1.93,1.89,0,,
1742,0.61,0.35,0.39,0.12,2.91,1024.22,2.27,2.74,0,,
1743,0.59,0.69,0.41,0.39,1.75,1092.92,2.24,2.77,0,,
1744,0.52,0.57,0.48,0.30,1.89,944.18,1.51,2.46,0,,
1745,0.67,0.51,0.33,0.29,1.75,708.14,1.46,1.96,0,,
1746,0.55,0.78,0.45,0.41,1.91,1062.37,1.66,2.14,0,,
1747,0.76,0.54,0.24,0.24,2.22,919.47,1.75,2.14,0,,
1748,0.61,0.56,0.39,0.34,1.64,1076.41,2.72,4.01,0,,
1749,0.69,0.29,0.31,0.21,1.37,731.17,1.80,1.61,0,,
1750,0.67,0.47,0.33,0.23,1.99,856.51,2.07,2.33,0,,
1751,0.57,0.80,0.43,0.36,2.22,1053.01,2.43,2.31,0,,
1752,0.71,0.34,0.29,0.26,1.31,908.90,1.91,2.30,0,,
1753,0.70,0.29,0.30,0.13,2.32,997.18,2.06,2.83,0,,
1754,0.75,0.50,0.25,0.22,2.28,992.54,2.11,2.20,0,,
1755,0.82,0.82,0.18,0.54,1.52,1084.19,1.88,2.10,0,,
1756,0.62,0.49,0.38,0.35,1.41,962.38,1.59,1.89,0,,
1757,0.48,0.71,0.52,0.34,2.07,1052.11,2.17,3.04,0,,
1758,0.62,0.56,0.38,0.26,2.19,1060.51,2.09,2.54,0,,
1759,0.62,0.28,0.38,0.12,2.42,929.05,2.71,2.94,1,,
1760,0.70,0.61,0.30,0.29,2.09,831.92,1.67,2.80,0,,
1761,0.44,0.08,0.56,0.03,2.69,1140.84,2.63,3.34,1,,
1762,0.62,0.49,0.38,0.20,2.39,1066.66,2.27,3.24,0,,
1763,0.47,0.36,0.53,0.18,1.96,994.28,1.74,2.50,0,,
1764,0.56,0.67,0.44,0.29,2.33,1005.21,1.99,2.86,0,,
1765,0.63,0.55,0.37,0.40,1.39,998.43,2.00,2.30,0,,
1766,0.49,0.76,0.51,0.37,2.03,1143.47,1.80,3.53,0,,
1767,0.50,0.61,0.50,0.28,2.21,1125.38,2.25,2.87,0,,
1768,0.61,0.34,0.39,0.14,2.48,1059.19,2.09,2.79,0,,
1769,0.47,0.52,0.53,0.27,1.90,930.72,1.44,1.93,0,,
1770,0.42,0.51,0.58,0.22,2.33,1087.58,2.47,3.05,0,,
1771,0.61,0.78,0.39,0.34,2.29,1005.46,2.68,3.03,0,,
1772,0.63,0.51,0.37,0.24,2.16,927.14,1.36,2.30,0,,
1773,0.56,0.92,0.44,0.45,2.06,933.25,1.50,2.24,0,,
1774,0.56,0.60,0.44,0.30,2.03,1060.61,2.02,2.14,0,,
1775,0.52,0.35,0.48,0.17,2.09,1070.15,2.10,2.33,0,,
1776,0.63,0.68,0.37,0.30,2.24,841.29,1.99,2.51,0,,
1777,0.53,0.82,0.47,0.38,2.13,973.51,1.76,2.10,0,,
1778,0.50,0.66,0.50,0.27,2.43,1211.11,2.00,2.60,0,,
1779,0.58,0.66,0.42,0.36,1.82,977.06,1.81,1.86,0,,
1780,0.58,0.67,0.42,0.34,1.98,1121.64,1.83,2.80,0,,
1781,0.73,0.67,0.27,0.31,2.13,940.78,1.93,2.64,0,,
1782,0.72,0.41,0.28,0.24,1.67,1010.49,2.36,1.94,0,,
1783,0.75,0.53,0.25,0.26,2.06,905.25,2.00,2.89,0,,
1784,0.72,0.54,0.28,0.26,2.05,1004.07,2.67,3.16,0,,
1785,0.62,0.69,0.38,0.28,2.41,942.58,2.07,2.08,0,,
1786,0.76,0.32,0.24,0.13,2.58,849.29,2.14,2.51,0,,
1787,0.38,0.86,0.62,0.34,2.52,1194.83,2.25,2.31,0,,
1788,0.53,0.38,0.47,0.20,1.90,947.27,1.53,0.95,0,,
1789,0.81,0.38,0.19,0.27,1.40,891.63,2.25,2.49,0,,
1790,0.72,0.28,0.28,0.16,1.70,925.16,2.36,2.77,0,,
1791,0.61,0.87,0.39,0.43,2.02,1217.32,2.09,3.40,0,,
1792,0.77,0.56,0.23,0.35,1.63,875.16,2.31,3.23,0,,
1793,0.65,0.42,0.35,0.24,1.75,819.67,1.21,1.84,0,,
1794,0.49,0.93,0.51,0.52,1.78,1049.26,1.75,1.61,0,,
1795,0.62,0.74,0.38,0.41,1.82,1135.77,2.42,2.33,0,,
1796,0.61,0.59,0.39,0.38,1.53,899.87,1.78,2.66,0,,
1797,0.70,0.17,0.30,0.08,2.19,901.36,1.84,2.86,0,,
1798,0.66,0.30,0.34,0.16,1.83,985.06,1.55,2.22,1,,
1799,0.74,0.36,0.26,0.20,1.76,1086.38,2.46,2.10,0,,
1800,0.56,0.63,0.44,0.28,2.31,1055.96,1.67,3.05,0,,
1801,0.65,0.32,0.35,0.16,1.99,874.36,1.96,2.30,0,,
1802,0.52,0.68,0.48,0.38,1.79,1058.14,1.59,1.82,0,,
1803,0.48,0.70,0.52,0.27,2.55,1088.69,2.09,2.86,0,,
1804,0.49,0.72,0.51,0.31,2.37,1228.77,2.17,2.65,0,,
1805,0.60,0.54,0.40,0.25,2.18,864.93,1.78,2.61,0,,
1806,0.65,0.58,0.35,0.28,2.06,1103.51,2.73,2.42,0,,
1807,0.72,0.62,0.28,0.41,1.50,1088.08,2.62,3.07,0,,
1808,0.59,0.25,0.41,0.12,2.05,1015.40,2.37,2.20,0,,
1809,0.50,0.54,0.50,0.22,2.40,1055.00,2.35,2.67,0,,
1810,0.63,0.51,0.37,0.25,2.05,1055.93,2.08,2.44,0,,
1811,0.62,0.62,0.38,0.35,1.78,847.21,1.47,2.54,1,,
1812,0.54,0.58,0.46,0.21,2.72,991.21,2.19,2.58,0,,
1813,0.51,0.52,0.49,0.27,1.97,1091.60,1.45,3.04,0,,
1814,0.74,0.56,0.26,0.34,1.63,1056.93,2.64,2.20,0,,
1815,0.58,0.37,0.42,0.18,2.04,876.01,2.06,2.90,0,,
1816,0.58,0.51,0.42,0.41,1.26,1039.80,2.13,2.22,0,,
1817,0.62,0.69,0.38,0.33,2.08,973.14,2.19,2.69,0,,
1818,0.51,0.85,0.49,0.37,2.28,951.01,1.50,1.93,0,,
1819,0.64,0.62,0.36,0.29,2.12,1134.28,1.84,2.98,0,,
1820,0.68,0.32,0.32,0.19,1.74,871.20,2.34,3.12,0,,
1821,0.57,0.28,0.43,0.15,1.89,993.73,1.62,2.80,1,,
1822,0.55,0.73,0.45,0.32,2.25,898.25,1.47,2.21,0,,
1823,0.62,0.63,0.38,0.37,1.73,1008.92,2.10,2.71,0,,
1824,0.52,0.88,0.48,0.39,2.28,1259.95,2.27,2.59,0,,
1825,0.75,0.42,0.25,0.26,1.60,917.81,1.99,2.38,0,,
1826,0.71,0.82,0.29,0.44,1.86,1124.83,3.02,3.29,0,,
1827,0.91,0.38,0.09,0.26,1.49,804.64,1.91,2.56,0,,
1828,0.55,0.53,0.45,0.27,1.95,1073.56,2.51,2.86,0,,
1829,0.70,0.50,0.30,0.29,1.73,918.53,2.03,2.26,0,,
1830,0.63,0.56,0.37,0.23,2.39,1063.29,2.55,2.63,0,,
1831,0.50,0.85,0.50,0.39,2.20,1075.42,2.16,3.09,0,,
1832,0.59,0.85,0.41,0.45,1.86,1088.52,1.60,2.30,0,,
1833,0.64,0.86,0.36,0.39,2.18,1100.21,2.11,2.82,0,,
1834,0.68,0.51,0.32,0.31,1.65,885.15,2.01,2.51,0,,
1835,0.62,0.27,0.38,0.16,1.70,912.02,1.81,2.13,0,,
1836,0.54,0.56,0.46,0.25,2.24,968.22,1.68,2.07,0,,
1837,0.75,0.57,0.25,0.31,1.85,1029.60,1.21,2.37,0,,
1838,0.61,0.59,0.39,0.29,2.02,1002.85,2.08,1.87,0,,
1839,0.52,0.74,0.48,0.45,1.65,1074.80,1.71,2.16,0,,
1840,0.74,0.67,0.26,0.34,2.00,1046.64,2.41,2.64,0,,
1841,0.53,0.41,0.47,0.17,2.36,1059.52,2.27,2.48,0,,
1842,0.53,0.61,0.47,0.38,1.63,1047.32,2.01,2.28,0,,
1843,0.69,0.64,0.31,0.35,1.84,1046.32,2.57,2.74,0,,
1844,0.75,0.88,0.25,0.44,1.99,967.11,2.47,2.91,0,,
1845,0.56,0.63,0.44,0.32,2.00,1185.55,2.26,1.64,0,,
1846,0.52,0.88,0.48,0.34,2.56,1234.76,1.65,2.61,0,,
1847,0.54,0.35,0.46,0.16,2.26,1176.02,2.21,2.91,0,,
1848,0.52,0.55,0.48,0.27,2.05,877.88,2.13,2.89,0,,
1849,0.72,0.23,0.28,0.13,1.76,889.95,2.28,2.92,0,,
1850,0.54,0.61,0.46,0.30,2.07,992.78,1.69,2.45,0,,
1851,0.66,0.47,0.34,0.21,2.21,905.47,2.07,2.22,0,,
1852,0.66,0.42,0.34,0.16,2.61,1103.50,2.69,3.56,0,,
1853,0.76,0.45,0.24,0.27,1.67,943.68,1.95,2.66,0,,
1854,0.49,0.51,0.51,0.24,2.13,844.61,1.81,2.60,1,,
1855,0.58,0.80,0.42,0.43,1.88,1108.22,1.94,2.53,0,,
1856,0.50,1.02,0.50,0.54,1.89,1037.93,1.80,2.09,0,,
1857,0.45,0.76,0.55,0.35,2.21,1201.84,2.48,2.73,0,,
1858,0.71,0.69,0.29,0.30,2.27,897.66,1.96,2.59,0,,
1859,0.54,0.30,0.46,0.12,2.48,1006.81,2.13,3.60,0,,
1860,0.60,0.74,0.40,0.45,1.67,1023.94,2.52,2.25,0,,
1861,0.51,0.71,0.49,0.26,2.78,1063.50,1.89,2.63,0,,
1862,0.49,0.68,0.51,0.36,1.89,1090.24,1.98,1.83,0,,
1863,0.52,0.65,0.48,0.30,2.20,960.94,1.90,2.42,0,,
1864,0.68,0.73,0.32,0.32,2.29,1024.54,2.48,2.10,0,,
1865,0.61,0.70,0.39,0.29,2.41,1194.76,2.53,3.70,0,,
1866,0.57,0.55,0.43,0.32,1.74,1044.75,2.14,2.85,0,,
1867,0.28,0.60,0.72,0.26,2.32,1042.68,2.09,2.07,0,,
1868,0.48,0.63,0.52,0.34,1.87,1002.79,1.54,1.75,0,,
1869,0.37,0.47,0.63,0.20,2.32,1121.32,1.85,2.97,0,,
1870,0.56,0.60,0.44,0.30,2.00,995.09,1.86,2.05,0,,
1871,0.58,0.53,0.42,0.32,1.66,1104.57,2.20,2.47,0,,
1872,0.54,0.62,0.46,0.28,2.18,1086.31,2.34,2.70,0,,
1873,0.65,0.65,0.35,0.32,2.03,976.53,2.47,2.32,0,,
1874,0.48,0.80,0.52,0.41,1.93,1152.57,1.85,2.23,0,,
1875,0.62,0.29,0.38,0.14,2.07,807.79,1.47,2.66,0,,
1876,0.74,0.26,0.26,0.13,1.99,1001.10,2.34,2.89,0,,
1877,0.51,0.40,0.49,0.26,1.56,929.34,2.07,2.50,0,,
1878,0.76,0.47,0.24,0.31,1.52,950.33,1.67,2.61,0,,
1879,0.78,0.47,0.22,0.30,1.58,868.02,1.61,1.64,0,,
1880,0.57,0.57,0.43,0.27,2.11,1027.86,1.31,1.99,0,,
1881,0.70,0.65,0.30,0.34,1.92,1132.18,2.77,2.81,0,,
1882,0.69,0.76,0.31,0.49,1.57,984.29,2.17,2.92,0,,
1883,0.62,0.43,0.38,0.19,2.27,994.22,2.70,3.01,0,,
1884,0.65,0.44,0.35,0.21,2.13,896.13,2.20,2.10,0,,
1885,0.62,0.28,0.38,0.12,2.43,940.86,2.11,2.70,0,,
1886,0.57,0.64,0.43,0.32,1.99,1031.55,1.28,2.02,1,,
1887,0.72,0.65,0.28,0.35,1.84,989.62,2.01,2.21,0,,
1888,0.72,0.51,0.28,0.24,2.12,1055.29,2.31,3.07,0,,
1889,0.81,0.63,0.19,0.36,1.72,1057.50,2.43,2.65,0,,
1890,0.64,0.61,0.36,0.27,2.28,1081.42,2.72,2.52,0,,
